Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Otello Lofts,112 Beach St,,Boston,MA,02111,,617-671-6443,E,,Public,Contact stations for hours of operation,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,6,,,AMPUP,https://ampup.io,GPS,42.3509652,-71.0579017,2025-09-12,421496,2025-09-12 21:22:13 UTC,P,,,2024-09-19,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,BES Realty,41 Pleasant,,Norton,MA,02766,,313-262-6722,E,,Public,,,,,,,,6,,RED_E,https://www.redecharge.com,GPS,41.954513,-71.241682,2025-11-07,421604,2025-11-07 07:00:06 UTC,,,,2025-08-28,,,,,J1772COMBO,US,,,,Public,,public,,,RETAIL,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,55 SUMMER 55 SUMMER 1,55 Summer St,,Boston,MA,02110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.354099,-71.059294,2025-11-07,421634,2025-11-07 04:26:57 UTC,,,,2025-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Raising Canes - Store 940 IQ,519 Riverside Avenue,,Medford,MA,02155,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,42.40963748472595,-71.08411638804874,2025-11-08,421829,2025-11-08 00:16:35 UTC,,,,2024-10-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 8,55 Wheeler St,Spot #17 - Building A,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390611,-71.144721,2025-11-07,421874,2025-11-07 03:46:27 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 6,55 Wheeler St,Spot H19,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390948,-71.144603,2025-11-07,421875,2025-11-07 03:47:14 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 1,55 Wheeler St,Spot H25,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390973,-71.144818,2025-11-07,421877,2025-11-07 04:03:08 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 2,55 Wheeler St,Spot H26,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.39096,-71.144743,2025-11-07,421878,2025-11-07 04:03:09 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 4,55 Wheeler St,Spot J01,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390962,-71.144686,2025-11-07,421879,2025-11-07 04:03:09 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 5,55 Wheeler St,Spot X51,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390956,-71.144643,2025-11-07,421880,2025-11-07 04:03:09 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 7,55 Wheeler St,Spot H18,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390896,-71.144759,2025-11-07,421881,2025-11-07 04:03:09 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE LAURENT LAURENT 9,55 Wheeler St,Spot #18 - Building A,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390621,-71.144678,2025-11-07,421882,2025-11-07 04:03:09 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,330JACKSON 330 JACKSON 2,330 Jackson Street,Up first ramp,Lowell,MA,01852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.640402,-71.313998,2025-11-07,422051,2025-11-07 04:27:55 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,330JACKSON 330 JACKSON 1,330 Jackson Street,on left as you enter up the ramp,Lowell,MA,01852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.640735,-71.314221,2025-11-07,422052,2025-11-07 04:27:55 UTC,,,,2025-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV STATION AT NMS-3,1315 Washington Street,Coakley Middle School #3,Norwood,MA,02062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.171239,-71.211086,2025-11-07,422154,2025-11-07 04:28:37 UTC,,,,2025-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV STATION AT NMS-2,1315 Washington Street,Coakley Middle School #2,Norwood,MA,02062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.172217,-71.211219,2025-11-07,422155,2025-11-07 04:28:37 UTC,,,,2025-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV STATION AT NMS-1,1315 Washington Street,Coakley Middle School #1,Norwood,MA,02062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.172652,-71.20994,2025-11-07,422156,2025-11-07 04:28:38 UTC,,,,2025-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,24 Ford of Easton,703 Washington Street,,South Easton,MA,02375,,866-816-7584,E,,Public,24 hours daily,,,,,,,6,,EV Connect,https://www.evconnect.com,GPS,42.040639,-71.077912,2025-11-07,422171,2025-11-07 05:23:54 UTC,,,,2025-09-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hampton Inn Westport,53 Old Bedford Rd,,Westport,MA,02790,,313-262-6722,E,,Public,,,,,,,,6,,RED_E,https://www.redecharge.com,GPS,41.679224,-71.112382,2025-11-07,422206,2025-11-07 07:00:09 UTC,,,,2025-09-10,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD BALSAM 2,285 Old Westport Road,Balsam,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.629594,-71.008179,2025-11-07,422217,2025-11-07 04:27:56 UTC,,,,2025-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD BALSAM 1,285 Old Westport Road,Balsam,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.627741,-71.003252,2025-11-07,422218,2025-11-07 04:27:56 UTC,,,,2025-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD CENMOD 1,285 Old Westport Road,Centennial Mod,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.62931,-71.004147,2025-11-07,422219,2025-11-07 04:27:58 UTC,,,,2025-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD BIRCH 1,285 Old Westport Road,Birch Dorm,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.626285,-71.008307,2025-11-07,422220,2025-11-07 04:28:30 UTC,,,,2025-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD BIRCH 2,285 Old Westport Road,Birch Dorm,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.626255,-71.008365,2025-11-07,422221,2025-11-07 04:28:30 UTC,,,,2025-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Discover Marble,1 Latti Farm Rd,,Millbury,MA,01527,,313-262-6722,E,,Public,,,,,,,,6,,RED_E,https://www.redecharge.com,GPS,42.220268,-71.774997,2025-11-07,422231,2025-11-07 07:00:05 UTC,,,,2025-08-21,,,,,J1772COMBO,US,,,,Public,,public,,,RETAIL,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Acumen Properties,420 Lakeside Ave,,Marlboro,MA,01752,,313-262-6722,E,,Public,,,,,,,,6,,RED_E,https://www.redecharge.com,GPS,42.340905,-71.580581,2025-11-07,422232,2025-11-07 07:00:05 UTC,,,,2025-08-22,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,West Elementary School,58 Beacon Street,,Andover,MA,01810,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,https://blinkcharging.com,GPS,42.66483689746004,-71.17187377116434,2025-11-08,422259,2025-11-08 00:14:59 UTC,,,,2025-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARLINGTON MA AHS WEST LEFT,869 Massachusetts Ave,West parking lot,Arlington,MA,02476,,888-758-4389,E,,Public,"Mon: 12:00am-7:00am, 4:00pm-12:00am; Tue: 12:00am-7:00am, 4:00pm-12:00am; Wed: 12:00am-7:00am, 4:00pm-12:00am; Thu: 12:00am-7:00am, 4:00pm-12:00am; Fri: 12:00am-7:00am, 4:00pm-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.417425,-71.162098,2025-11-07,422316,2025-11-07 04:26:56 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD PUBSAFE 1,285 Old Westport Road,Public Safety,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.62677,-71.001673,2025-11-07,422318,2025-11-07 04:27:56 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD SENG 2,285 Old Westport Road,Life Sciences,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.630654,-71.007534,2025-11-07,422319,2025-11-07 04:27:57 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARLINGTON MA AHS WEST MIDDLE,869 Massachusetts Avenue,West parking Lot,Arlington,MA,02476,,888-758-4389,E,,Public,"Mon: 12:00am-7:00am, 4:00pm-12:00am; Tue: 12:00am-7:00am, 4:00pm-12:00am; Wed: 12:00am-7:00am, 4:00pm-12:00am; Thu: 12:00am-7:00am, 4:00pm-12:00am; Fri: 12:00am-7:00am, 4:00pm-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.418425,-71.163006,2025-11-07,422320,2025-11-07 04:27:58 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARLINGTON MA AHS WEST RIGHT,869 Massachusetts Avenue,West parking Lot,Arlington,MA,02476,,888-758-4389,E,,Public,"Mon: 12:00am-7:00am, 4:00pm-12:00am; Tue: 12:00am-7:00am, 4:00pm-12:00am; Wed: 12:00am-7:00am, 4:00pm-12:00am; Thu: 12:00am-7:00am, 4:00pm-12:00am; Fri: 12:00am-7:00am, 4:00pm-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.418493,-71.163038,2025-11-07,422321,2025-11-07 04:27:58 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD CCB 2,285 Old Westport Road,CCB,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.628809,-71.0083,2025-11-07,422325,2025-11-07 04:28:36 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD IVY 2,285 Old Westport Road,Ivy,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.625143,-71.009472,2025-11-07,422331,2025-11-07 04:28:43 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD IVY 1,285 Old Westport Road,Ivy,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.625093,-71.009554,2025-11-07,422332,2025-11-07 04:28:44 UTC,,,,2025-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,480 ARSENAL 480 ARSENAL 2,480 Arsenal Wy,,Watertown,MA,02472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.36493,-71.16091,2025-11-07,422377,2025-11-07 04:28:13 UTC,,,,2025-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOMERVILLE MA IBBETSON STREET,4 Ibbetson Street,Public on-street parking,Somerville,MA,02143,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.385072,-71.112259,2025-11-07,422378,2025-11-07 04:28:29 UTC,,,,2025-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AB OFFICE UNITED BETTER H,453 S Main St,,Attleboro,MA,02703,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.921762,-71.29626,2025-11-07,422449,2025-11-07 04:28:28 UTC,,,,2025-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Cape Cod Winery,4 Oxbow Road,,Teaticket,MA,02536,,313-262-6722,E,,Public,,,,,,,,4,,RED_E,https://www.redecharge.com,GPS,41.57791,-70.57792,2025-11-07,422481,2025-11-07 07:00:10 UTC,,,,2025-09-17,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MSPCA-Angell,350 S Huntington Ave,,Jamaica Plain,MA,02130,,617-522-5055,E,,Public,24 hours daily,A APPLE_PAY CREDIT D Debit M V,,,,,10,,,AMPUP,https://ampup.io,200-8,42.32276,-71.11105,2025-10-13,422484,2025-10-13 20:52:30 UTC,P,,,2025-05-23,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.30 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The Cove at Yarmouth,183 Main Street,,West Yarmouth,MA,02673,,313-262-6722,E,,Public,,,,,,,6,4,,RED_E,https://www.redecharge.com,GPS,41.6556,-70.25798,2025-11-07,422595,2025-11-07 07:00:12 UTC,,,,2025-09-17,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WS COA STATION 1,26 Central Street,Parking lot across from city hall,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.105412,-72.623484,2025-11-07,422619,2025-11-07 04:29:00 UTC,,,,2025-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WS COA STATION 2,26 Central Street,Parking lot across from city hall,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.10541,-72.623476,2025-11-07,422620,2025-11-07 04:29:01 UTC,,,,2025-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WS COA STATION 3,26 Central Street,Parking lot across from city hall,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.105417,-72.623497,2025-11-07,422621,2025-11-07 04:29:01 UTC,,,,2025-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WS COA STATION 4,44 Van Deene Avenue,Parking lot across from city hall,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.105416,-72.623481,2025-11-07,422622,2025-11-07 04:29:01 UTC,,,,2025-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,480 ARSENAL 480 ARSENAL 3,480 Arsenal Way,Enter the lot. Station is on the left,Watertown,MA,02472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.364453,-71.161794,2025-11-07,422655,2025-11-07 04:28:13 UTC,,,,2025-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE SOULE LEFT,652 Hammond Street,,Brookline,MA,02467,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.321867,-71.161416,2025-11-07,422729,2025-11-07 04:28:36 UTC,,,,2025-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE SOULE RIGHT,652 Hammond Street,,Brookline,MA,02467,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.321861,-71.161342,2025-11-07,422730,2025-11-07 04:28:36 UTC,,,,2025-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCCA SCCP-08,41 Harrison Avenue,In Garage,Springfield,MA,01103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.102849,-72.588565,2025-11-07,422733,2025-11-07 04:29:00 UTC,,,,2025-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCCA SCCP-10,41 Harrison Avenue,In Garage,Springfield,MA,01103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.102779,-72.58878,2025-11-07,422734,2025-11-07 04:29:00 UTC,,,,2025-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCCA SCCP-09,41 Harrison Avenue,In Garage,Springfield,MA,01103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.10281,-72.588843,2025-11-07,422735,2025-11-07 04:29:00 UTC,,,,2025-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWN OF ATHOL ATHOL L2 A,55 Island St,,Athol,MA,01331,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.594256,-72.229021,2025-11-07,422815,2025-11-07 04:26:43 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWN OF ATHOL ATHOL L2 B,534 Main St,,Athol,MA,01331,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.594219,-72.228918,2025-11-07,422816,2025-11-07 04:26:44 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD TRIPP 1,285 Old Westport Road,TRIP,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.623495,-71.006387,2025-11-07,422817,2025-11-07 04:27:57 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD TRIPP 2,285 Old Westport Road,TRIP,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.623541,-71.006367,2025-11-07,422818,2025-11-07 04:27:57 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BAKER AVE 200 BAKER AVE 1,200 Baker Avenue Extension,To the right of the lower entrance,Concord,MA,01742,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.45963,-71.384686,2025-11-07,422824,2025-11-07 04:28:44 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BAKER AVE 200 BAKER AVE 3,200 Baker Avenue Extension,To the right of the lower level entrance,Concord,MA,01742,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.459533,-71.384595,2025-11-07,422825,2025-11-07 04:28:44 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BAKER AVE 200 BAKER AVE 2,200 Baker Avenue Extension,To the right of the lower level entrance,Concord,MA,01742,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.459576,-71.384627,2025-11-07,422826,2025-11-07 04:28:44 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD OAKGLN 2,285 Old Westport Road,,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.627442,-70.999754,2025-11-07,422834,2025-11-07 04:29:03 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD OAKGLN 1,285 Old Westport Road,Oak Glenn,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.627472,-70.999823,2025-11-07,422835,2025-11-07 04:29:03 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD FOSTER 1,285 Old Westport Road,Foster Building,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.627525,-71.005065,2025-11-07,422836,2025-11-07 04:29:04 UTC,,,,2025-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASSD SENG 1,285 Old Westport Rd,Life Sciences,Dartmouth,MA,02747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.628045,-71.004878,2025-11-07,422905,2025-11-07 04:27:57 UTC,,,,2025-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCCA SCCP-02,41 Harrison Avenue,In Garage,Springfield,MA,01103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.102918,-72.588782,2025-11-07,422916,2025-11-07 04:28:58 UTC,,,,2025-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
